fecha,anio,work_center_id,work_center_name,linea,min_disp_dia_base,unidades_paralelas,eficiencia,min_disp_total
2021-01-18,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-18,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-18,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-19,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-19,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-19,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-19,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-19,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-20,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-20,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-20,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-20,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-20,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-21,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-21,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-21,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-21,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-21,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-22,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-22,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-22,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-22,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-22,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-23,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-23,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-23,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-23,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-23,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-24,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-24,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-24,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-24,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-24,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-25,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-25,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-25,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-25,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-25,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-26,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-26,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-26,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-26,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-26,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-27,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-27,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-27,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-27,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-27,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-28,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-28,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-28,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-28,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-28,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-29,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-29,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-29,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-29,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-29,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-30,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-30,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-30,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-30,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-30,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-01-31,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-01-31,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-01-31,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-01-31,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-01-31,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-01,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-01,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-01,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-01,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-01,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-02,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-02,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-02,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-02,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-02,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-03,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-03,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-03,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-03,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-03,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-04,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-04,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-04,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-04,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-04,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-05,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-05,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-05,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-05,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-05,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-06,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-06,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-06,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-06,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-06,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-07,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-07,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-07,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-07,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-07,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-08,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-08,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-08,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-08,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-08,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-09,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-09,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-09,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-09,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-09,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-10,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-10,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-10,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-10,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-10,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-11,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-11,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-11,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-11,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-11,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-12,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-12,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-12,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-12,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-12,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-13,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-13,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-13,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-13,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-13,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-14,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-14,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-14,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-14,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-14,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-15,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-15,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-15,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-15,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-15,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-16,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-16,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-16,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-16,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-16,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-17,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-17,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-17,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-17,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-17,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-18,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-18,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-18,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-18,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-18,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-19,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-19,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-19,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-19,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-19,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-20,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-20,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-20,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-20,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-20,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-21,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-21,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-21,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-21,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-21,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-22,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-22,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-22,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-22,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-22,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-23,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-23,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-23,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-23,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-23,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-24,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-24,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-24,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-24,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-24,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-25,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-25,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-25,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-25,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-25,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-26,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-26,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-26,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-26,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-26,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-27,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-27,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-27,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-27,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-27,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-02-28,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-02-28,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-02-28,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-02-28,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-02-28,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-01,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-01,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-01,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-01,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-01,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-02,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-02,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-02,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-02,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-02,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-03,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-03,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-03,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-03,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-03,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-04,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-04,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-04,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-04,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-04,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-05,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-05,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-05,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-05,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-05,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-06,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-06,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-06,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-06,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-06,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-07,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-07,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-07,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-07,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-07,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-08,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-08,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-08,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-08,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-08,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-09,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-09,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-09,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-09,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-09,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-03-10,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-03-10,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-03-10,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-03-10,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-03-10,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
