fecha,plato,cantidad,monto_total,anio,mes,dia,dow,fin_de_semana,feriado,evento_Ano_Nuevo,evento_Ninguno,evento_Dia_del_Amor_y_la_Amistad,evento_Jueves_Santo,evento_Viernes_Santo,evento_Dia_del_Trabajador,evento_Dia_de_la_Madre,evento_Batalla_de_Arica_/_Dia_de_la_Bandera,evento_Dia_del_Padre,evento_San_Pedro_y_San_Pablo,evento_Independencia_del_Peru,evento_Fiestas_Patrias,evento_Santa_Rosa_de_Lima,evento_Combate_de_Angamos,evento_Todos_los_Santos,evento_Inmaculada_Concepcion,evento_Navidad,evento_Fin_de_Ano,clima_Lluvioso,clima_Nublado,clima_Soleado,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,dow_sin,dow_cos,mes_sin,mes_cos
2019-01-31,Arroz Chaufa,11,242.0,2019,1,31,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,39.0,15.0,32.0,19.0,25.571428571428573,8.941609528064895,28.071428571428573,10.658794026994336,29.142857142857142,8.540597106865475,0.43388373911755823,-0.900968867902419,0.0,1.0
2019-02-01,Arroz Chaufa,13,286.0,2019,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,11.0,34.0,25.0,30.0,25.0,9.814954576223636,26.571428571428573,11.5072838853303,28.857142857142858,9.013217807092825,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2019-02-02,Arroz Chaufa,30,660.0,2019,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,13.0,23.0,49.0,28.0,22.0,9.814954576223638,25.714285714285715,12.066664642907568,28.25,9.493174936256592,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2019-02-03,Arroz Chaufa,45,990.0,2019,2,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,30.0,29.0,18.0,29.0,23.0,10.279429296739515,24.357142857142858,10.16485001483917,28.321428571428573,9.498746784507441,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2019-02-04,Arroz Chaufa,31,682.0,2019,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,45.0,16.0,45.0,28.0,25.285714285714285,13.199927849730663,26.285714285714285,11.357332917063363,28.892857142857142,10.0086602711492,0.0,1.0,0.49999999999999994,0.8660254037844387
2019-02-05,Arroz Chaufa,31,682.0,2019,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,31.0,23.0,18.0,25.0,27.428571428571427,12.647228192468928,25.285714285714285,10.133179100426416,29.0,10.014803857105553,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2019-02-06,Arroz Chaufa,39,858.0,2019,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,31.0,39.0,27.0,35.0,28.571428571428573,12.541360144964907,26.214285714285715,10.009061828229393,29.214285714285715,9.990206844917315,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2019-02-07,Arroz Chaufa,35,770.0,2019,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,39.0,11.0,15.0,34.0,28.571428571428573,12.541360144964907,27.071428571428573,10.579110662885725,29.357142857142858,10.103957001588391,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2019-02-08,Arroz Chaufa,27,594.0,2019,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,35.0,13.0,34.0,36.0,32.0,9.949874371066194,28.5,10.165931036858055,29.392857142857142,10.122725755426584,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2019-02-09,Arroz Chaufa,31,682.0,2019,2,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,27.0,30.0,23.0,28.0,34.0,6.191391873668892,28.0,10.046047826039699,29.071428571428573,10.04776950161935,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2019-02-10,Arroz Chaufa,40,880.0,2019,2,10,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,31.0,45.0,29.0,38.0,34.142857142857146,6.094494002200428,28.571428571428573,9.966978445881148,29.178571428571427,10.051915503574692,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2019-02-11,Arroz Chaufa,18,396.0,2019,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,40.0,31.0,16.0,34.0,33.42857142857143,4.755948656056694,29.357142857142858,10.42635080978917,29.25,10.123771073110095,0.0,1.0,0.49999999999999994,0.8660254037844387
2019-02-12,Arroz Chaufa,33,726.0,2019,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,18.0,31.0,23.0,21.0,31.571428571428573,7.5687326736854805,29.5,10.241319025624358,28.678571428571427,10.295822854632272,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2019-02-13,Arroz Chaufa,32,704.0,2019,2,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,33.0,39.0,39.0,38.0,31.857142857142858,7.581305327988733,30.214285714285715,10.100864939571887,29.107142857142858,10.213786201572292,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2019-02-14,Arroz Chaufa,12,264.0,2019,2,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,32.0,35.0,11.0,32.0,30.857142857142858,6.914443130833001,29.714285714285715,9.801323077316352,28.892857142857142,10.082398618620564,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2019-02-15,Arroz Chaufa,38,836.0,2019,2,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,12.0,27.0,13.0,25.0,27.571428571428573,9.571783930858839,29.785714285714285,9.65703069055089,28.178571428571427,10.551649235418203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2019-02-16,Arroz Chaufa,53,1166.0,2019,2,16,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,38.0,31.0,30.0,49.0,29.142857142857142,10.33486931748649,31.571428571428573,8.563916121766923,28.642857142857142,10.69168692546547,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2019-02-17,Arroz Chaufa,25,550.0,2019,2,17,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,53.0,40.0,45.0,18.0,32.285714285714285,13.768494056047976,33.214285714285715,10.274528410877755,28.785714285714285,10.996151322864918,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2019-02-18,Arroz Chaufa,28,616.0,2019,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,25.0,18.0,31.0,45.0,30.142857142857142,13.53302838033147,31.785714285714285,9.893110045563349,29.035714285714285,10.820016234865422,0.0,1.0,0.49999999999999994,0.8660254037844387
2019-02-19,Arroz Chaufa,27,594.0,2019,2,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,28.0,33.0,31.0,18.0,31.571428571428573,12.528063735165974,31.571428571428573,9.943798111341609,28.428571428571427,10.35813715351391,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2019-02-20,Arroz Chaufa,13,286.0,2019,2,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,27.0,32.0,39.0,27.0,30.714285714285715,12.618957771468098,31.285714285714285,10.018663901620139,28.75,10.160289438863515,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2019-02-21,Arroz Chaufa,19,418.0,2019,2,21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,13.0,12.0,35.0,15.0,28.0,14.236104336041743,29.428571428571427,10.853672088385473,28.25,10.585192312674167,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2019-02-22,Arroz Chaufa,16,352.0,2019,2,22,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,19.0,38.0,27.0,34.0,29.0,13.127579111676805,28.285714285714285,11.062261358945847,28.392857142857142,10.425535906695584,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2019-02-23,Arroz Chaufa,40,880.0,2019,2,23,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,16.0,53.0,31.0,23.0,25.857142857142858,13.246742636444262,27.5,11.540897178829196,27.75,10.620124153560402,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2019-02-24,Arroz Chaufa,24,528.0,2019,2,24,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,40.0,25.0,40.0,29.0,24.0,9.055385138137405,28.142857142857142,11.992671755041737,28.357142857142858,10.822522077916224,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2019-02-25,Arroz Chaufa,30,660.0,2019,2,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,24.0,28.0,18.0,16.0,23.857142857142858,9.044861735235294,27.0,11.529227073966274,28.178571428571427,10.85272988845415,0.0,1.0,0.49999999999999994,0.8660254037844387
2019-02-26,Arroz Chaufa,27,594.0,2019,2,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,30.0,27.0,33.0,23.0,24.142857142857142,9.227288721117214,27.857142857142858,11.251373542523892,28.678571428571427,10.59018963013016,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2019-02-27,Arroz Chaufa,45,990.0,2019,2,27,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,27.0,13.0,32.0,39.0,24.142857142857142,9.227288721117214,27.428571428571427,11.154262970612736,28.821428571428573,10.537599598153522,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2019-02-28,Arroz Chaufa,17,374.0,2019,2,28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,45.0,19.0,12.0,11.0,28.714285714285715,10.609968358644071,28.357142857142858,12.067802953805145,29.035714285714285,10.809742323502864,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2019-03-01,Arroz Chaufa,43,946.0,2019,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,17.0,16.0,38.0,13.0,28.428571428571427,10.937049310442347,28.714285714285715,11.611854495952182,29.25,10.493825344952638,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2019-03-02,Arroz Chaufa,31,682.0,2019,3,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,43.0,40.0,53.0,30.0,32.285714285714285,10.578504710249067,29.071428571428573,11.990151636394609,30.321428571428573,10.30301491807696,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2019-03-03,Arroz Chaufa,53,1166.0,2019,3,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,31.0,24.0,25.0,45.0,31.0,10.016652800877802,27.5,9.86641545071734,30.357142857142858,10.30359263383511,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2019-03-04,Arroz Chaufa,32,704.0,2019,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,53.0,30.0,28.0,31.0,35.142857142857146,12.36161493533606,29.5,11.94055790475986,30.642857142857142,10.822522077916224,0.0,1.0,0.8660254037844386,0.5000000000000001
2019-03-05,Arroz Chaufa,35,770.0,2019,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,32.0,27.0,27.0,31.0,35.42857142857143,12.245504520124138,29.785714285714285,11.949757457651742,30.678571428571427,10.825393916119332,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2019-03-06,Arroz Chaufa,21,462.0,2019,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,35.0,45.0,13.0,39.0,36.57142857142857,11.688415102957602,30.357142857142858,11.997481420679948,30.821428571428573,10.856142045212014,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2019-03-07,Arroz Chaufa,37,814.0,2019,3,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,21.0,17.0,19.0,35.0,33.142857142857146,12.307566391297277,30.928571428571427,11.276007788590418,30.178571428571427,10.886803331211912,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2019-03-08,Arroz Chaufa,26,572.0,2019,3,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,37.0,43.0,16.0,27.0,36.0,10.049875621120878,32.214285714285715,10.828584476201954,30.25,10.92609855481954,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2019-03-09,Arroz Chaufa,49,1078.0,2019,3,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,26.0,31.0,40.0,31.0,33.57142857142857,10.130106002359865,32.92857142857143,9.972765110842836,30.214285714285715,10.938742370861682,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2019-03-10,Arroz Chaufa,35,770.0,2019,3,10,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,49.0,53.0,24.0,40.0,36.142857142857146,11.553189623484514,33.57142857142857,10.725342280457404,30.857142857142858,11.501092655705902,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2019-03-11,Arroz Chaufa,40,880.0,2019,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,35.0,32.0,30.0,18.0,33.57142857142857,8.866738273967908,34.357142857142854,10.367160748151937,30.678571428571427,11.392179160799133,0.0,1.0,0.8660254037844386,0.5000000000000001
2019-03-12,Arroz Chaufa,18,396.0,2019,3,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,40.0,35.0,27.0,33.0,34.714285714285715,9.141741003300647,35.07142857142857,10.388338770832547,31.464285714285715,11.243046057723175,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2019-03-13,Arroz Chaufa,28,616.0,2019,3,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,18.0,21.0,45.0,32.0,32.285714285714285,11.10126547912872,34.42857142857143,11.174932701324026,30.928571428571427,11.521087176801055,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2019-03-14,Arroz Chaufa,14,308.0,2019,3,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,28.0,37.0,17.0,12.0,33.285714285714285,10.193368525897691,33.214285714285715,10.856962115326118,30.785714285714285,11.532103797201012,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2019-03-15,Arroz Chaufa,29,638.0,2019,3,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,14.0,26.0,43.0,38.0,30.0,12.288205727444502,33.0,11.224972160321833,30.857142857142858,11.417057692295609,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2019-03-16,Arroz Chaufa,46,1012.0,2019,3,16,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,29.0,49.0,31.0,53.0,30.428571428571427,12.177262183500615,32.0,10.884003788199388,30.535714285714285,11.334908854073717,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2019-03-17,Arroz Chaufa,28,616.0,2019,3,17,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,46.0,35.0,53.0,25.0,30.0,11.44552314225959,33.07142857142857,11.498924937805052,30.285714285714285,10.889536747814876,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2019-03-18,Arroz Chaufa,26,572.0,2019,3,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,28.0,40.0,32.0,28.0,29.0,11.239810200058239,31.285714285714285,10.010982979696866,30.392857142857142,10.850291976662932,0.0,1.0,0.8660254037844386,0.5000000000000001
2019-03-19,Arroz Chaufa,30,660.0,2019,3,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,26.0,18.0,35.0,27.0,27.0,10.14889156509222,30.857142857142858,10.106031275029196,30.321428571428573,10.873186767281728,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2019-03-20,Arroz Chaufa,38,836.0,2019,3,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,30.0,28.0,21.0,13.0,28.714285714285715,9.357960705807034,30.5,10.036471951376605,30.428571428571427,10.854009572942333,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2019-03-21,Arroz Chaufa,19,418.0,2019,3,21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,38.0,14.0,37.0,19.0,30.142857142857142,9.973775136636597,31.714285714285715,9.824839567518273,31.321428571428573,10.385365670298764,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2019-03-22,Arroz Chaufa,26,572.0,2019,3,22,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,19.0,29.0,26.0,16.0,30.857142857142858,8.725987459471678,30.428571428571427,10.248559266207478,31.321428571428573,10.385365670298764,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2019-03-23,Arroz Chaufa,27,594.0,2019,3,23,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,26.0,46.0,49.0,40.0,30.428571428571427,8.904252595569949,30.428571428571427,10.248559266207478,31.678571428571427,10.003901355373428,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2019-03-24,Arroz Chaufa,41,902.0,2019,3,24,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,27.0,28.0,35.0,24.0,27.714285714285715,5.677860093212516,28.857142857142858,8.760550938568464,31.214285714285715,9.90457112148371,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2019-03-25,Arroz Chaufa,25,550.0,2019,3,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,41.0,26.0,40.0,30.0,29.571428571428573,7.59072115276589,29.285714285714285,9.218948475233553,31.821428571428573,9.966810000561944,0.0,1.0,0.8660254037844386,0.5000000000000001
2019-03-26,Arroz Chaufa,34,748.0,2019,3,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,25.0,30.0,18.0,27.0,29.428571428571427,7.678045386189175,28.214285714285715,8.736999761655305,31.642857142857142,10.045136231269435,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2019-03-27,Arroz Chaufa,38,836.0,2019,3,27,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,34.0,38.0,28.0,45.0,30.0,7.874007874011804,29.357142857142858,8.33534774187748,31.892857142857142,10.01236008628108,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2019-03-28,Arroz Chaufa,48,1056.0,2019,3,28,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,38.0,19.0,14.0,17.0,30.0,7.874007874011804,30.071428571428573,8.633247768538043,31.642857142857142,9.75710296148699,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2019-03-29,Arroz Chaufa,45,990.0,2019,3,29,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,48.0,26.0,29.0,43.0,34.142857142857146,8.706866474772854,32.5,8.546254240219026,32.75,9.792759986242293,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2019-03-30,Arroz Chaufa,27,594.0,2019,3,30,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,45.0,27.0,46.0,31.0,36.857142857142854,8.706866474772845,33.642857142857146,9.094437377253824,32.82142857142857,9.877222474437023,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2019-03-31,Arroz Chaufa,24,528.0,2019,3,31,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,27.0,41.0,28.0,53.0,36.857142857142854,8.706866474772845,32.285714285714285,8.507269031459304,32.67857142857143,9.933309363985144,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2019-04-01,Arroz Chaufa,36,792.0,2019,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,24.0,25.0,26.0,32.0,34.42857142857143,9.675693650537271,32.0,8.726617108241102,31.642857142857142,9.222413461394478,0.0,1.0,1.0,6.123233995736766e-17
